Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2022-01-05;10;25.5;20.2;17.4;87.6;15.3;2.5;
2022-01-06;3;24.5;19.4;16;81.5;10.6;4.1;
2022-01-07;0;26.4;19.2;14.3;69;11.3;4.9;
2022-01-08;0;24.8;18;11.8;68;12.6;5.6;
2022-01-09;0;24.2;17.8;13.2;68.7;12.7;6.4;
2022-01-10;0;25.9;19.5;14.5;73.5;10;4.7;
2022-01-11;0;29.1;21.8;14.2;64.7;8.7;3.1;
2022-01-12;0;30.7;23.2;16;58.3;8.6;3;
2022-01-13;0;30.2;22.7;16.2;67.9;9.5;3.2;
2022-01-14;0;27.8;22;18.2;79.5;8.8;3.5;
2022-01-15;.2;29.5;21.7;17.6;82.1;13.7;3.3;
2022-01-16;25.8;30.9;23.4;17.2;76.1;13.9;3.2;
2022-01-17;0;29.9;23.2;17.8;75.2;9.9;3.1;
2022-01-18;0;30.9;22.4;18.3;77.4;13.5;4;
2022-01-19;4;30.8;23;17.3;74.9;11.9;3.2;
2022-01-20;0;30.7;23.6;18.3;77.6;8.9;2.6;
2022-01-21;.4;31.7;25.2;20;65.5;8.9;3.5;
2022-01-22;0;33;25.3;19.7;71.7;8.4;2.9;
2022-01-23;0;33.9;25.5;19.5;70.4;11.4;3.3;
2022-01-24;0;31.7;23.4;19.9;79.2;14.9;3.1;
2022-01-25;1;29.9;23.7;19.7;74;10.1;3.7;
2022-01-26;0;32.4;22.8;19.1;80.2;15.7;3.3;
2022-01-27;21.4;24.8;20.5;18.8;91.8;13.6;3;
2022-01-28;3.8;17.8;16.2;15.9;92.5;11.5;4.9;
2022-01-29;3.2;18.7;15.7;13.4;92.1;10.3;5.2;
2022-01-30;2.4;23.6;18.3;15.5;84.8;11.7;5.3;
2022-01-31;0;26.5;20.5;15.7;77.7;12.6;3.2;
2022-02-01;7.8;28.8;21.6;14.6;70.8;8.9;2.6;
2022-02-02;0;30.4;23;17.8;70.7;10.2;3.9;
2022-02-03;0;29.7;22.8;16.9;70.3;9.9;4.3;
2022-02-04;2.4;23.8;20.6;19.1;92.2;10;3.1;
2022-02-05;52.2;24.7;20.7;18.4;91.5;13.5;2.3;
2022-02-06;12.4;24.9;20.5;17.7;78;9.4;2.6;
2022-02-07;0;22.7;18.1;13.6;62.3;9.2;2.3;
2022-02-08;0;24.6;18.2;11.2;57.9;8.1;2.6;
2022-02-09;0;26.7;19.9;14.1;70.4;8.2;3.5;
2022-02-10;0;26.8;20.3;15.3;76;10;4.3;
2022-02-11;0;28;20.6;16.2;76.8;11.9;3.5;
2022-02-12;6;29.7;21.8;15.9;72.6;7.9;2.8;
2022-02-13;0;28.8;22.1;16.3;74.5;9;2.9;
2022-02-14;0;27.3;21.6;17.3;68.1;7.8;1.9;
2022-02-15;0;29.2;20.6;11;56.6;7;2.9;
2022-02-16;0;29.9;21;14.2;69;8.8;3.5;
2022-02-17;0;29.6;20.2;15.1;69.3;11;4;
2022-02-18;0;26.8;17.8;11.4;65.5;10.4;3.9;
2022-02-19;22.2;27.8;18.9;10.8;67.9;12.6;3.5;
2022-02-20;0;30.2;21.9;14.6;66.1;8.6;3.2;
2022-02-21;0;25.3;21.2;18.2;76.3;9.3;1.8;
2022-02-22;0;30.4;21.7;16.3;77.9;11.6;2.4;
2022-02-23;1.6;29.5;22.6;16.7;72.8;8.3;2.4;
2022-02-24;0;31.3;23;18;75.5;10.9;3.5;
2022-02-25;45.2;25.5;21.4;18.3;87.3;14.9;3.3;
2022-02-26;6.6;30;22.3;17.1;84.4;9.7;2.3;
2022-02-27;1.2;29.9;22.4;18.6;81.2;15.4;3.8;
2022-02-28;8.2;30.3;23.3;19.3;79;18.1;2.3;
2022-03-01;11.8;27;21.2;17.1;85.8;10.7;2.2;
2022-03-02;0;25.1;21;19;89.3;9.6;2.3;
2022-03-03;20.4;26.9;21.3;18;86.5;7.7;2.1;
2022-03-04;0;29.5;21.3;17.4;82.1;11.9;2.8;
2022-03-05;6.6;28.7;21;16.9;83.9;8.4;2.3;
2022-03-06;5;31;23.7;17.9;72.7;7.9;2.4;
2022-03-07;12.2;30.3;23;18.4;79.3;10.4;3.6;
2022-03-08;0;29.7;22.4;17.9;78.1;13.4;2.7;
2022-03-09;21.8;28.6;21.1;18.2;85.3;17.9;3.8;
2022-03-10;33.8;28.1;21.4;15.5;87.8;8.8;3.2;
2022-03-11;3.4;23.7;19.7;18;89.5;10.3;2.7;
2022-03-12;6.4;18.9;16.4;14.9;94.5;10.8;5;
2022-03-13;.8;22.6;17.4;15.2;92.3;10.8;4;
2022-03-14;49;24.7;19.6;15.7;87.4;7.7;2.7;
2022-03-15;0;25.7;19.5;16.2;87.9;10.5;2.8;
2022-03-16;73.6;19;16.8;15.3;92.3;9.9;4.5;
2022-03-17;20.8;28.2;20.7;14.9;78.8;9.1;2.5;
2022-03-18;0;28.3;22.2;19.9;81;9;2.3;
2022-03-19;27.2;24.1;19.4;17.4;88.5;8.6;2.3;
2022-03-20;0;23.4;17.5;14.4;78.5;7.7;4;
2022-03-21;0;21.7;16.6;13.8;81.3;14.5;7;
2022-03-22;0;24.5;18.2;14.5;77;16.1;7.1;
2022-03-23;1.6;20.9;16.3;13.7;87.4;12.7;5;
2022-03-24;35.6;20.2;17;14.4;94.6;30;3.8;
2022-03-25;20.8;20;16.2;14.3;93.4;10.3;2.7;
2022-03-26;.2;22.1;16.3;12.2;81;9.3;2.9;
2022-03-27;0;24.5;17.7;12.9;75.3;6;1.6;
2022-03-28;0;27.6;18.8;10.6;73.1;7.3;2.7;
2022-03-29;0;28;21.1;14.8;72.5;11.7;3.7;
2022-03-30;0;24.3;17.8;17.5;87.2;19.4;2.9;
2022-03-31;6;16.2;12;8.2;76.3;9.5;2.8;
2022-04-01;0;17.9;12;7.9;79.3;10.6;4.5;
2022-04-02;0;21.7;15.2;11.2;83.2;13;6.3;
2022-04-03;0;21.5;17.5;14.3;82.3;14.4;6;
2022-04-04;8.4;20;17.4;16.7;92.7;9.1;2.9;
2022-04-05;19.8;24.9;18.5;13.6;84;6.9;2.3;
2022-04-06;0;25.3;19.8;16.2;81.8;6.8;2.9;
2022-04-07;0;19.6;17.4;16.3;93;13.2;4.2;
2022-04-08;40.4;20.9;18.2;16.3;91.2;9;2.8;
2022-04-09;5.2;23.4;18.4;14.3;85.6;8.1;1.4;
2022-04-10;0;24.4;17.9;11.4;83.9;8.3;3.4;
2022-04-11;.6;19.7;17.4;15.8;88.3;14.7;4.8;
2022-04-12;30.4;21.8;17.9;15.7;89.8;9.9;2.6;
2022-04-13;4.6;23.3;19;16.7;85.7;6.8;1.4;
2022-04-14;.2;19.6;15.6;13.4;75.5;10.3;3.2;
2022-04-15;0;18;11.3;4.9;66.9;8.3;3.1;
2022-04-16;0;20.8;12.9;6.6;75.9;6.7;3.2;
2022-04-17;0;19.8;13.2;7.5;76.2;8.5;3.6;
2022-04-18;0;21.3;13.9;9.5;77.3;9.8;4.4;
2022-04-19;0;22.4;15.5;10.6;71.8;8.3;2.9;
2022-04-20;0;23.6;15.9;8.8;70.4;7.9;3.1;
2022-04-21;0;23;15.5;9.6;80.4;10.1;3.4;
2022-04-22;.2;18.2;14;10.5;88;13;2.6;
2022-04-23;42;18.5;14.3;12.2;84.9;14.7;3.8;
2022-04-24;.2;24.3;15.6;7.2;74.4;8.4;3.2;
2022-04-25;0;24.4;18.1;13.4;81;11.4;5.2;
2022-04-26;0;21.8;17.9;14.5;88.9;11.8;3.3;
2022-04-27;0;29.2;22.5;15.3;70.5;9.8;3;
2022-04-28;0;27.8;21.3;17.5;71.3;14.5;4;
2022-04-29;15.2;19.4;16;13.2;92.5;7.5;3.4;
2022-04-30;.2;18.8;15.8;13.7;88.9;11.2;4.8;
2022-05-01;8;22.4;18;15;90.6;10.9;2.8;
2022-05-02;3.8;19.6;17.1;15.8;95;6.5;1.9;
2022-05-03;50.4;16.7;13.7;12.4;96.5;13;6.1;
2022-05-04;80.4;14.6;13.1;11.4;96.5;12.6;3.2;
2022-05-05;13.8;17.6;13.1;8.7;83.3;8.7;2.1;
2022-05-06;0;20.3;12.9;5.5;80.5;5.9;2.4;
2022-05-07;.2;18.9;13.3;8.1;81.4;8.7;3.5;
2022-05-08;0;19.7;12.4;6.9;80.5;12.6;4.6;
2022-05-09;0;20.9;14.1;9.4;81.4;11.7;3.8;
2022-05-10;0;16.2;14.1;11.2;92.5;8.3;3.8;
2022-05-11;11.4;16.4;13.8;12;90.6;7;1.8;
2022-05-12;0;16.9;12.4;9.5;81.4;5.3;1.6;
2022-05-13;0;20.6;12.6;6.3;81.3;5.9;2.9;
2022-05-14;0;19.6;13.7;10.2;86.6;11.7;3.7;
2022-05-15;2.8;16;13.2;12.2;95.1;9.6;2.7;
2022-05-16;1.4;12.8;9.6;8.1;80.3;11.7;3.3;
2022-05-17;.2;7.4;5;4.4;83;14.2;5.8;
2022-05-18;4;8.8;6.5;3.5;96;16.1;5.4;
2022-05-19;4.2;12.3;8.2;5.9;83.1;12.4;2.5;
2022-05-20;0;14.6;8.5;3.5;75.8;6.3;2.3;
2022-05-21;.2;15.6;9.8;5;72.4;5.4;1.8;
2022-05-22;0;19.1;10.7;3.9;73.7;6.5;2.7;
2022-05-23;0;20.1;12.7;6.5;78;7;3.2;
2022-05-24;0;21.9;13.9;8.7;79.1;10.5;3.9;
2022-05-25;0;23.5;15.4;7.8;74.7;11;3.7;
2022-05-26;0;17.5;14.9;10.9;80.9;7.5;2.5;
2022-05-27;0;17.6;14.7;12.4;85.2;8.3;2.6;
2022-05-28;15.6;16;13.5;11.2;95.2;10;1.8;
2022-05-29;67.6;15;13.6;12.7;95.7;15.8;3.1;
2022-05-30;45.6;15.4;12.2;10.8;95.2;9.9;2.1;
2022-05-31;.2;14.6;8.2;2.6;88.1;7.7;2.6;
2022-06-01;.2;12;10.8;3.9;94.5;12;3.7;
2022-06-02;19.8;12.9;10.5;9.5;98.6;6.5;2;
2022-06-03;2.8;12.5;8.3;5.8;96;7.3;3.2;
2022-06-04;.2;14.5;10.6;5.8;86.3;10.4;5.5;
2022-06-05;0;14.5;12.1;9.9;93.4;9.7;4.9;
2022-06-06;4.8;15.7;12.8;11.1;97.3;14.1;3;
2022-06-07;15.4;16.9;13.6;11.8;92.7;8;3.3;
2022-06-08;0;18;13.9;12.6;88;8.9;3.4;
2022-06-09;0;15.6;13.1;10.5;88;10.6;3.7;
2022-06-10;.2;14.4;11.3;10.4;89.7;11.2;2.4;
2022-06-11;.4;8.8;3.7;-.4;77.9;8;2.7;
2022-06-12;0;10.2;3.8;-1.5;68.9;8;2.7;
2022-06-13;0;18.5;8.3;1.5;68.2;5;2.1;
2022-06-14;0;17.3;9.8;2.7;81;10.4;4.6;
2022-06-15;0;19.3;10.9;5.6;83;7.9;3.3;
2022-06-16;0;24.2;15.7;7.5;67.6;6.1;2.4;
2022-06-17;3.2;18.5;16.1;12;84.5;16;4.3;
2022-06-18;53.6;13.4;7.4;3.6;79.9;10.5;2.8;
2022-06-19;0;15.8;6.8;-.4;80;8.1;3.7;
2022-06-20;0;18.9;10.5;3.3;85.4;8;2.9;
2022-06-21;3.4;20.1;13.5;6.5;89.4;16.2;4.1;
2022-06-22;79.4;21.3;15.4;11.7;91.2;14.9;2.9;
2022-06-23;72.4;18.6;16.2;13.5;96.2;15.4;2.1;
2022-06-24;40.8;22.1;17.9;15;89.4;8.2;1.8;
2022-06-25;.4;17.6;14.5;13.4;93.1;5.8;2;
2022-06-26;0;17.3;12.2;9;90.3;8;3.9;
2022-06-27;0;17.6;12.6;9.4;89.2;8.1;3.7;
2022-06-28;0;21.5;13.9;6.7;81.4;9.7;3.1;
2022-06-29;15.8;17.3;9.7;7;86.8;12.7;3.1;
2022-06-30;.2;17.4;8.3;.8;71;6.6;2.2;
2022-07-01;0;19.9;10.3;2.3;72.2;7;3.2;
2022-07-02;0;23.5;14.9;7.9;75.3;12.5;3.6;
2022-07-03;0;24.8;19.7;15.3;64.5;9.7;3.1;
2022-07-04;0;25.1;19.9;14.6;60.5;9.9;3.6;
2022-07-05;0;23.7;18.2;14.6;68.3;6.8;2.2;
2022-07-06;0;22.7;17.2;12.9;64;8.6;2.9;
2022-07-07;0;21.9;16.8;11.1;67.2;9.8;2.4;
2022-07-08;0;23.6;17.2;10.5;66.6;8.4;3.3;
2022-07-09;0;22.2;15.7;11.1;76.2;11;5.1;
2022-07-10;0;22.5;16.6;10.5;73;10.3;3.9;
2022-07-11;0;23.1;18.2;13.6;67.3;13.4;4.8;
2022-07-12;26.4;20.4;12.5;9.3;83.2;15.2;3.5;
2022-07-13;.4;16.2;8.7;.4;88.3;12.5;5;
2022-07-14;5.2;16.2;12.6;5.7;92.3;11.4;5.4;
2022-07-15;1.8;24.3;18;12.2;71.3;12;3.7;
2022-07-16;7.6;21.6;18.2;14.7;75;14.4;4.5;
2022-07-17;4.8;15.8;7.9;5.4;87.2;14.4;3.2;
2022-07-18;.2;21.3;11.4;3.8;85.7;8.2;3.7;
2022-07-19;12.4;17;14.1;11.6;94.4;10.8;2.2;
2022-07-20;.2;21.4;16.4;13.1;87.6;7;3.5;
2022-07-21;.2;23.6;17.3;12.9;79.7;9.8;3.4;
2022-07-22;.2;24;19.2;14.2;69;9.5;3;
2022-07-23;0;24.8;19.5;17;61.8;10;3.7;
2022-07-24;0;24.1;17.7;11.4;70.1;6.3;2.5;
2022-07-25;0;23.7;17.3;10.3;66.1;7.2;3.1;
2022-07-26;0;24.1;16.1;9.9;74.8;8.5;2.7;
2022-07-27;0;23;15.4;10;78.1;6.9;3;
2022-07-28;0;23.9;18.6;12.2;65.6;11;2.8;
2022-07-29;13.4;20.2;8;3.6;86.4;24.2;3.1;
2022-07-30;0;16.4;9;4.3;77.3;5.3;2;
2022-07-31;0;20.2;10.5;2.5;73.3;7.3;2.9;
2022-08-01;0;20.9;13.3;5.5;76.2;7.3;2.1;
2022-08-02;0;25.5;17.2;9.2;70.6;4.8;1.9;
2022-08-03;.2;24.1;16.9;11.4;75.7;11.7;4.2;
2022-08-04;0;20.2;16.4;12.6;77.4;13.2;4;
2022-08-05;10.4;14.9;11.9;9.6;84.8;10.2;2.6;
2022-08-06;.2;13.6;9.5;4.1;90.4;10.6;4;
2022-08-07;30.2;13.7;11.5;9.1;95;14.6;4.2;
2022-08-08;10.6;17.1;12.8;10.7;90.6;7.8;2.6;
2022-08-09;0;15;12.8;11;91;12.5;5.8;
2022-08-10;46;12.3;8;6.3;94.4;11.8;4.8;
2022-08-11;3.8;15.5;8.8;3.3;84.7;9.3;3.3;
2022-08-12;0;17.4;11.6;6.9;79.8;11.7;5.2;
2022-08-13;0;18.4;12.5;8.6;81.5;11.3;4.5;
2022-08-14;0;21.1;14.4;10.1;83.8;9.6;4.4;
2022-08-15;0;26.3;19.5;11.8;60.7;15.4;4;
2022-08-16;14.8;21.2;15.7;12.9;84;12.6;2.8;
2022-08-17;.2;21;15.1;9.9;85.8;11.8;4.5;
2022-08-18;46.2;16.1;11.1;11.9;93;12.6;2.9;
2022-08-19;4.4;9.3;3.9;-.6;69.8;9.5;2.6;
2022-08-20;0;14.5;6.6;.2;69.7;15.6;6.2;
2022-08-21;0;18.5;10.6;5.2;78.3;11.1;4;
2022-08-22;0;18.6;11.2;6.9;85.5;8.4;3.6;
2022-08-23;.2;21.3;12.9;7;75.4;9.6;3.9;
2022-08-24;.2;21.2;13.9;9;76.3;9.9;3.9;
2022-08-25;0;21.5;14;8;75.4;8;3.3;
2022-08-26;1.2;23.5;15.4;8.2;76.4;7;3;
2022-08-27;0;25.7;18.9;11.3;60.5;10.5;3.5;
2022-08-28;0;21.1;13.9;13.2;80.3;14.6;3.1;
2022-08-29;3.6;13.5;6.1;-.9;71.1;11;3.7;
2022-08-30;.2;14.4;8.1;2.2;79.3;16.6;6.9;
2022-08-31;0;19;11.3;5.7;71.2;14.6;6.4;
2022-09-01;0;23.5;14.9;9.2;77.4;12.1;5.2;
2022-09-02;6;18.5;14.6;11.9;88.4;14.2;3.5;
2022-09-03;21;13.5;10.6;8.1;76.7;10.9;3.5;
2022-09-04;0;15.6;6.9;-.8;72.9;12.1;5;
2022-09-05;0;14.9;9.7;4;77.8;10.6;5;
2022-09-06;0;14.9;11.8;9.9;91.8;13.8;5.3;
2022-09-07;12.4;16.3;12.9;11.6;88.9;13.2;4.6;
2022-09-08;1;27.2;18.1;8.3;77.3;7.9;2.4;
2022-09-09;.2;25.7;22.1;18.9;67.8;14.3;4.5;
2022-09-10;.8;22.8;13.2;9.1;74.3;8.4;3.2;
2022-09-11;.2;18.9;10.3;2.2;77;13.5;5;
2022-09-12;17.4;13.1;11.4;9.2;95.5;12.4;4.7;
2022-09-13;8;20.2;14.9;10.7;84.2;7.6;1.8;
2022-09-14;0;17.2;12.5;8.6;80.9;6.6;2.7;
2022-09-15;0;18.8;13;9;77.4;7.5;3.5;
2022-09-16;0;17.8;12.7;9.8;77.1;12.1;5.1;
2022-09-17;0;17.5;12.1;8;71.7;14.2;6.7;
2022-09-18;0;20.8;13.2;8;69.5;19;8.2;
2022-09-19;0;13.2;11.4;10.6;91.2;13.4;5.1;
2022-09-20;12;20.9;14.8;10.6;82.8;6.5;1.9;
2022-09-21;.2;18;13.9;11.6;89.3;11.1;5.1;
2022-09-22;2;15.6;12.7;11.4;84;12.9;3.9;
2022-09-23;0;13.3;7.3;2.3;70.8;12.6;2.7;
2022-09-24;0;19.5;10.4;2.2;63.9;9.9;3.3;
2022-09-25;.2;15.9;11.1;9;85.9;12.1;5.1;
2022-09-26;10;18.4;13.9;9.8;89.7;13.9;2.2;
2022-09-27;.2;19.8;15.7;9.8;83.2;6.5;1.9;
2022-09-28;0;16.1;13.4;12.8;89.1;9.3;4.1;
2022-09-29;1.2;11.5;10.2;9.1;91.1;13.1;6.2;
2022-09-30;6.4;17.5;12.6;8.8;86.8;12.6;5.1;
2022-10-01;3.8;21;15.4;11.7;81.5;8.9;2.4;
2022-10-02;0;21.7;15.2;8.6;71.4;8.7;2.8;
2022-10-03;0;21.7;14.8;8.2;71;7.4;2.9;
2022-10-04;0;23.4;15.6;9.6;74;6.9;2.8;
2022-10-05;0;26.2;17.5;12.8;78.1;9.9;4.4;
2022-10-06;31.8;19.4;15.4;13.2;91;19.3;5.6;
2022-10-07;16.2;17.4;13.3;10.6;84.5;12.1;3.7;
2022-10-08;0;23.3;15.4;8.3;64.6;9.5;2.1;
2022-10-09;0;19.2;14.7;13.1;71.5;8.5;2.4;
2022-10-10;31.6;12.1;11.2;10.8;95.4;15.8;6.7;
2022-10-11;77.2;14.7;13;10.7;96.5;14.2;5.3;
2022-10-12;43.4;19.3;15;12.6;90.7;11.7;1.8;
2022-10-13;.4;24.2;17.6;12.5;83;7.4;2.2;
2022-10-14;8.6;18.8;15.2;12.8;89.8;11.2;3.5;
2022-10-15;0;19.2;14.7;12.6;84.8;15.1;7.2;
2022-10-16;18;22.5;16.9;12.9;82.4;11.6;3.5;
2022-10-17;0;24.3;17.7;12.2;77.8;6.9;2.2;
2022-10-18;6.6;18.7;14.6;13.2;91.5;11.6;5.5;
2022-10-19;3.8;25.1;18.5;13.2;78.9;8.9;2.9;
2022-10-20;31.2;21.7;17;14.5;89.7;11;3.8;
2022-10-21;2.2;21;16.2;13.9;85.1;10.9;2.8;
2022-10-22;7;22.4;16.3;11.5;78.9;8.9;2.2;
2022-10-23;0;23.5;17.3;12.2;74.3;7.8;2.7;
2022-10-24;0;24.1;17.5;10.2;64.5;6.7;2.6;
2022-10-25;0;26.9;19;11.7;66.5;8.7;3.6;
2022-10-26;0;26.7;19.7;14.5;71.2;11.3;5.2;
2022-10-27;.2;23.4;18.2;14.1;78.9;13.6;3.3;
2022-10-28;0;27.1;20.1;12;68.4;7.8;2.5;
2022-10-29;1.2;21.9;16.8;15;86;21.1;3.1;
2022-10-30;.6;22.3;17.1;12.3;86.4;10.6;2.6;
2022-10-31;9.8;18.7;14.4;14;95.9;17.2;4.2;
2022-11-01;10.2;11.3;7.3;5.2;85.3;13.9;4.5;
2022-11-02;.2;17.7;10;1.8;64.4;9.4;3.4;
2022-11-03;.2;20.3;13.5;6.5;63.1;8.7;3.4;
2022-11-04;0;21;14.5;9.1;66.1;8.9;3;
2022-11-05;0;20.9;14.2;8.2;66.3;8.8;4;
2022-11-06;0;21.4;13.8;9.2;66.4;12.9;5.4;
2022-11-07;0;21.3;13;6.3;71;9.7;3.8;
2022-11-08;1.8;20.6;13.2;8.4;73.1;9.5;3.9;
2022-11-09;1.2;22.6;14.7;7.4;67.7;8.8;2.7;
2022-11-10;0;26.4;18.5;9.9;58.7;8.3;2.9;
2022-11-11;0;21.3;15.6;13.5;89;11.6;4.7;
2022-11-12;.4;26;18.8;12.8;75.7;9.2;3.7;
2022-11-13;1.4;19.7;17.5;15.5;91.3;12.5;4.9;
2022-11-14;11.4;23.3;18.9;15.8;75.3;13.5;4;
2022-11-15;0;22.4;16.8;10.6;55.3;11.8;3.2;
2022-11-16;0;25;19;12.5;44;9.9;3.4;
2022-11-17;0;26.6;19;9.8;49.9;10.2;3.8;
2022-11-18;0;26.8;18.9;11.1;47.3;13.7;5.7;
2022-11-19;0;26.3;18.2;11.1;63.2;12.1;6.3;
2022-11-20;0;28.7;19.8;12.3;63.5;13.3;5.2;
2022-11-21;0;28.6;20.6;16.5;73.6;12.5;4.6;
2022-11-22;13;22.5;18.7;16.1;89.3;9.7;2.6;
2022-11-23;null;25.2;20.3;16.4;73.1;9.9;2.1;
2022-11-24;0;26.6;19.8;13;63.4;8.1;3.1;
2022-11-25;0;27;19.6;12.3;67.7;10.9;3.3;
2022-11-26;0;27.7;18.6;11.8;74;14.7;4.5;
2022-11-27;2.2;24.8;18.7;16;82.8;15.5;6.2;
2022-11-28;.2;24.1;17.6;12.9;79.7;13.5;5.7;
2022-11-29;1.2;26.5;18.1;14.1;83.7;14.9;5.3;
2022-11-30;2.2;27;18.5;15.7;87;13.2;4.6;
2022-12-01;17.8;27.8;19.2;16.6;85.7;10.6;3.5;
2022-12-02;10;30.2;21.4;16.6;77.8;10.2;2.8;
2022-12-03;5;27.6;22.4;17.3;77.1;7.6;2.9;
2022-12-04;0;28.1;22.1;18.8;78.6;11.5;3.3;
2022-12-05;0;27.8;21.3;17;80.4;10;2.6;
2022-12-06;0;30.5;22.5;18.5;76.5;17.6;3.6;
2022-12-07;3.6;31.3;22.9;14.6;66.8;9.6;3;
2022-12-08;.2;32.2;24.5;17.4;65;10.3;3.3;
2022-12-09;0;31.9;23.2;18.9;75.6;23.3;2.8;
2022-12-10;55.8;30.9;22.4;17.6;78.7;9.3;3.1;
2022-12-11;7.4;30.5;23.2;18.8;79.7;12.7;3.2;
2022-12-12;.4;29.2;22.1;18.8;82.6;8.6;2.4;
2022-12-13;2.8;24.4;18.9;13.8;64.1;12.8;4;
2022-12-14;0;26.3;19;13.2;65.8;9.6;3.6;
2022-12-15;0;27.6;20.1;14.6;65.2;10.3;3.9;
2022-12-16;0;26.2;20.3;15.3;65.6;11.5;3.3;
2022-12-17;0;26.2;18.6;14.6;71;11;4.2;
2022-12-18;18.2;17.9;15.6;13.7;90.2;12.8;6;
2022-12-19;18;23.5;17.9;13.8;82.2;13;5.4;
2022-12-20;32;24;17.9;13.9;81.7;10.1;4.9;
2022-12-21;0;25.1;18.6;14.4;74.4;11;4.4;
2022-12-22;0;24.8;18.6;14.6;69.7;12;4.8;
2022-12-23;0;26.6;18.9;12.2;64.5;11.9;4.9;
2022-12-24;0;27;20.2;14.2;67.4;12;4.3;
